Year,Area_Type,State_UT,Crime_Category,Crime_Subcategory,Victim_Gender,Victim_Age_Group,Cases_Reported,Cases_Solved,Cases_Pending,Cases_Investigated,Cases_Not_Investigated
2008,Rural,Nagaland,Crime Against Children,Child Labor,Female,46-60,1709,1330,379,1707,2
2009,Urban,Bihar,Property Crime,Vandalism,Female,18-30,9306,4177,5129,4859,4447
2006,Rural,Madhya Pradesh,Crime Against Women,Domestic Violence,Male,60+,7753,3828,3925,7586,167
2002,Rural,West Bengal,Crime Against Women,Domestic Violence,Female,60+,5560,2160,3400,5023,537
2009,Urban,Rajasthan,Crime Against Children,Kidnapping,Female,0-12,3751,1531,2220,2107,1644
2008,Urban,Madhya Pradesh,Crime Against Children,Kidnapping,Male,0-12,5619,4130,1489,5353,266
2009,Urban,Manipur,Crime Against Men,Robbery,Female,60+,9919,1923,7996,7124,2795
2006,Urban,Jammu & Kashmir,Crime Against Children,Trafficking,Male,18-30,5991,3053,2938,5585,406
2007,Rural,Uttarakhand,Crime Against Children,Trafficking,Female,18-30,831,734,97,785,46
2001,Urban,Uttarakhand,Crime Against Children,Child Abuse,Male,31-45,1009,870,139,877,132
2007,Rural,Punjab,Other Crimes,Corruption,Male,31-45,175,37,138,109,66
2001,Urban,West Bengal,Crime Against Men,Murder,Female,46-60,7165,5872,1293,6647,518
2006,Urban,Rajasthan,Property Crime,Vandalism,Female,0-12,6819,1969,4850,4055,2764
2009,Urban,Chhattisgarh,Property Crime,Vandalism,Female,0-12,676,124,552,578,98
2006,Urban,Madhya Pradesh,Crime Against Men,Extortion,Male,13-17,4267,650,3617,3249,1018
2003,Urban,Rajasthan,Crime Against Men,Robbery,Male,18-30,8829,736,8093,1673,7156
2001,Rural,Bihar,Crime Against Children,Child Abuse,Female,18-30,266,221,45,224,42
2002,Rural,Mizoram,Other Crimes,Drug Offense,Female,0-12,2101,1049,1052,1551,550
2008,Urban,Madhya Pradesh,Crime Against Children,Kidnapping,Female,13-17,9244,7871,1373,9139,105
2003,Urban,Chhattisgarh,Property Crime,Vandalism,Male,60+,7895,7680,215,7813,82
2005,Rural,Tamil Nadu,Property Crime,Vandalism,Female,60+,8410,2583,5827,3023,5387
2008,Urban,Telangana,Other Crimes,Corruption,Male,31-45,7728,2706,5022,5683,2045
2010,Rural,Bihar,Other Crimes,Cyber Crime,Female,31-45,9826,8341,1485,9554,272
2010,Urban,Bihar,Crime Against Men,Extortion,Male,31-45,4309,1178,3131,1499,2810
2007,Rural,Sikkim,Crime Against Women,Molestation,Female,60+,6348,2780,3568,6111,237
2005,Urban,Andhra Pradesh,Crime Against Men,Murder,Male,13-17,7784,3910,3874,5490,2294
2009,Urban,Maharashtra,Property Crime,Vandalism,Male,18-30,136,94,42,104,32
2006,Urban,Bihar,Crime Against Children,Child Labor,Female,60+,7858,1891,5967,6362,1496
2003,Rural,Odisha,Crime Against Children,Child Abuse,Male,31-45,3890,982,2908,2070,1820
2006,Rural,Madhya Pradesh,Other Crimes,Drug Offense,Male,0-12,7336,4747,2589,5960,1376
2004,Rural,Nagaland,Crime Against Women,Rape,Female,13-17,8625,6515,2110,7108,1517
2009,Rural,Jammu & Kashmir,Crime Against Children,Kidnapping,Female,18-30,3769,2510,1259,3363,406
2002,Rural,Nagaland,Property Crime,Vandalism,Female,0-12,6093,3106,2987,3365,2728
2001,Rural,Uttarakhand,Crime Against Men,Extortion,Female,46-60,6920,683,6237,5319,1601
2006,Rural,Andhra Pradesh,Other Crimes,Cyber Crime,Male,60+,2720,2567,153,2656,64
2008,Urban,Andhra Pradesh,Other Crimes,Fraud,Female,31-45,5160,1573,3587,1856,3304
2002,Rural,West Bengal,Crime Against Children,Trafficking,Male,31-45,9537,2279,7258,3029,6508
2002,Urban,Uttarakhand,Other Crimes,Corruption,Female,13-17,6626,2553,4073,4004,2622
2003,Rural,Tripura,Crime Against Women,Domestic Violence,Female,46-60,3190,1864,1326,2652,538
2007,Rural,Bihar,Crime Against Children,Child Labor,Female,13-17,1221,468,753,1208,13
2006,Rural,Meghalaya,Property Crime,Vandalism,Male,13-17,546,308,238,411,135
2010,Urban,Goa,Property Crime,Theft,Male,31-45,3132,1797,1335,2775,357
2010,Rural,Tamil Nadu,Property Crime,Vandalism,Male,31-45,1964,50,1914,1666,298
2006,Urban,Odisha,Other Crimes,Cyber Crime,Female,31-45,6799,3180,3619,3355,3444
2010,Urban,Mizoram,Property Crime,Burglary,Female,13-17,1567,1147,420,1469,98
2007,Rural,Haryana,Crime Against Children,Child Labor,Male,46-60,5045,1894,3151,2321,2724
2008,Urban,Assam,Crime Against Children,Child Labor,Female,31-45,1928,1257,671,1816,112
2006,Urban,Punjab,Crime Against Women,Molestation,Female,18-30,3980,1447,2533,3585,395
2002,Urban,Chhattisgarh,Property Crime,Arson,Female,18-30,6108,377,5731,5211,897
2010,Rural,Mizoram,Crime Against Children,Child Abuse,Male,13-17,3574,2832,742,2972,602
2001,Rural,Madhya Pradesh,Property Crime,Vandalism,Female,18-30,1111,170,941,734,377
2010,Urban,Uttarakhand,Property Crime,Theft,Male,13-17,1160,421,739,535,625
2009,Urban,Mizoram,Crime Against Men,Robbery,Female,31-45,8551,5761,2790,7832,719
2007,Urban,Tripura,Crime Against Men,Extortion,Female,18-30,8366,1368,6998,6953,1413
2002,Rural,Nagaland,Crime Against Men,Robbery,Male,46-60,8530,3213,5317,7786,744
2010,Rural,Chhattisgarh,Property Crime,Arson,Female,60+,2097,1844,253,1899,198
2004,Rural,Mizoram,Crime Against Men,Robbery,Male,13-17,4556,2145,2411,3746,810
2007,Rural,Madhya Pradesh,Crime Against Women,Rape,Female,18-30,8241,283,7958,2639,5602
2007,Urban,Assam,Crime Against Women,Domestic Violence,Female,13-17,2110,248,1862,679,1431
2004,Urban,Himachal Pradesh,Crime Against Women,Molestation,Female,60+,2048,59,1989,749,1299
2009,Urban,Jammu & Kashmir,Crime Against Men,Extortion,Female,18-30,2790,2633,157,2669,121
2001,Rural,Goa,Crime Against Children,Child Labor,Male,46-60,3402,1851,1551,3346,56
2007,Rural,Tamil Nadu,Crime Against Children,Child Abuse,Male,0-12,3120,19,3101,478,2642
2008,Urban,Odisha,Crime Against Children,Child Labor,Male,0-12,9221,5422,3799,8662,559
2006,Urban,Chhattisgarh,Property Crime,Burglary,Female,46-60,8923,540,8383,4170,4753
2006,Urban,Karnataka,Other Crimes,Corruption,Male,18-30,6489,1399,5090,3740,2749
2006,Rural,Kerala,Crime Against Women,Rape,Male,0-12,7259,2823,4436,4756,2503
2003,Rural,Tamil Nadu,Property Crime,Arson,Male,18-30,648,255,393,412,236
2009,Urban,Kerala,Crime Against Women,Molestation,Male,0-12,3505,926,2579,1076,2429
2010,Rural,Uttarakhand,Crime Against Children,Kidnapping,Female,31-45,8414,8191,223,8320,94
2004,Urban,Manipur,Crime Against Children,Child Abuse,Male,46-60,4573,4572,1,4573,0
2008,Urban,Arunachal Pradesh,Other Crimes,Drug Offense,Male,46-60,4922,3889,1033,4669,253
2006,Urban,Mizoram,Property Crime,Arson,Male,0-12,9558,4883,4675,8385,1173
2004,Rural,Sikkim,Crime Against Men,Extortion,Female,31-45,5640,4574,1066,5283,357
2006,Rural,Andhra Pradesh,Crime Against Men,Robbery,Female,60+,1098,1022,76,1061,37
2002,Rural,Arunachal Pradesh,Other Crimes,Fraud,Female,31-45,2978,1339,1639,2698,280
2009,Rural,West Bengal,Crime Against Children,Kidnapping,Male,13-17,3026,51,2975,2023,1003
2004,Rural,Haryana,Crime Against Men,Assault,Female,18-30,6865,1114,5751,5685,1180
2003,Urban,Uttarakhand,Property Crime,Arson,Female,46-60,2947,2292,655,2753,194
2007,Rural,Tamil Nadu,Crime Against Women,Molestation,Male,60+,8502,72,8430,1504,6998
2003,Urban,West Bengal,Crime Against Men,Robbery,Female,18-30,7463,3543,3920,6657,806
2010,Urban,Delhi,Crime Against Children,Kidnapping,Male,0-12,9283,4248,5035,7332,1951
2009,Rural,Sikkim,Crime Against Children,Kidnapping,Female,46-60,6950,3079,3871,3586,3364
2003,Rural,Maharashtra,Crime Against Women,Domestic Violence,Male,18-30,5053,2515,2538,4416,637
2009,Rural,Tripura,Crime Against Women,Rape,Female,46-60,3257,1807,1450,2380,877
2009,Urban,Mizoram,Crime Against Men,Murder,Female,31-45,6797,2897,3900,5849,948
2002,Rural,Mizoram,Other Crimes,Corruption,Male,31-45,7659,1792,5867,4295,3364
2005,Rural,Jharkhand,Property Crime,Burglary,Female,60+,6997,5033,1964,5193,1804
2008,Rural,Mizoram,Crime Against Women,Dowry Deaths,Male,60+,5641,4491,1150,5133,508
2003,Rural,Andhra Pradesh,Crime Against Children,Child Abuse,Male,18-30,7628,7299,329,7391,237
2007,Urban,Rajasthan,Crime Against Men,Assault,Female,18-30,9807,4871,4936,8096,1711
2008,Urban,Maharashtra,Crime Against Men,Extortion,Male,46-60,5166,153,5013,1503,3663
2002,Urban,Meghalaya,Crime Against Men,Extortion,Male,31-45,9631,8545,1086,9307,324
2007,Rural,Uttarakhand,Property Crime,Arson,Female,18-30,1057,825,232,881,176
2001,Urban,Tamil Nadu,Crime Against Men,Assault,Male,60+,2569,534,2035,2099,470
2009,Urban,Karnataka,Other Crimes,Fraud,Female,46-60,2932,2412,520,2867,65
2006,Urban,Delhi,Crime Against Women,Domestic Violence,Female,0-12,846,838,8,839,7
2003,Urban,Assam,Crime Against Children,Child Abuse,Female,46-60,2350,1363,987,2343,7
2002,Rural,Sikkim,Crime Against Children,Child Abuse,Male,31-45,3081,2178,903,2417,664
2003,Rural,Mizoram,Other Crimes,Cyber Crime,Female,31-45,2097,1317,780,1743,354
2002,Rural,Odisha,Crime Against Women,Domestic Violence,Male,0-12,6343,4798,1545,5177,1166
2007,Rural,Karnataka,Other Crimes,Fraud,Female,60+,5652,644,5008,4010,1642
2007,Urban,Rajasthan,Property Crime,Vandalism,Female,60+,122,101,21,118,4
2001,Urban,Bihar,Crime Against Men,Murder,Female,31-45,6683,5076,1607,5430,1253
2003,Urban,Rajasthan,Crime Against Men,Assault,Male,13-17,5799,31,5768,5578,221
2009,Rural,West Bengal,Property Crime,Vandalism,Female,31-45,2747,910,1837,1944,803
2004,Urban,Bihar,Other Crimes,Fraud,Male,18-30,6419,3549,2870,3975,2444
2001,Rural,Arunachal Pradesh,Crime Against Men,Assault,Female,13-17,6430,4675,1755,6371,59
2005,Urban,Assam,Crime Against Men,Murder,Female,31-45,6515,2218,4297,4567,1948
2004,Rural,Gujarat,Crime Against Children,Trafficking,Female,60+,7367,4952,2415,6160,1207
2003,Urban,Telangana,Other Crimes,Drug Offense,Male,31-45,1823,992,831,1532,291
2010,Urban,Tripura,Crime Against Children,Kidnapping,Female,46-60,9352,3646,5706,7489,1863
2008,Urban,Goa,Crime Against Women,Molestation,Female,0-12,9301,6233,3068,7239,2062
2004,Urban,Meghalaya,Crime Against Men,Murder,Female,18-30,9803,8573,1230,9705,98
2009,Rural,Mizoram,Other Crimes,Drug Offense,Male,18-30,4707,2678,2029,3234,1473
2003,Urban,Assam,Crime Against Men,Assault,Female,31-45,3309,2215,1094,2699,610
2003,Urban,Nagaland,Other Crimes,Cyber Crime,Male,46-60,1004,846,158,966,38
2002,Urban,Punjab,Crime Against Women,Domestic Violence,Female,0-12,3297,275,3022,1226,2071
2001,Rural,Mizoram,Crime Against Women,Molestation,Male,13-17,7671,2107,5564,5402,2269
2010,Rural,Himachal Pradesh,Property Crime,Vandalism,Female,60+,1198,142,1056,1002,196
2007,Rural,Uttarakhand,Crime Against Women,Domestic Violence,Male,18-30,7695,3936,3759,4067,3628
2003,Rural,Arunachal Pradesh,Property Crime,Burglary,Male,46-60,4303,3253,1050,4007,296
2006,Urban,Jharkhand,Crime Against Women,Domestic Violence,Female,60+,116,38,78,44,72
2007,Urban,Uttar Pradesh,Crime Against Children,Kidnapping,Male,0-12,3146,1777,1369,3110,36
2010,Rural,Himachal Pradesh,Property Crime,Theft,Female,18-30,5622,4578,1044,5501,121
2009,Rural,Kerala,Crime Against Children,Trafficking,Male,13-17,9648,7260,2388,7841,1807
2002,Urban,Haryana,Property Crime,Burglary,Male,46-60,3269,2079,1190,2493,776
2008,Urban,Uttarakhand,Crime Against Men,Murder,Male,46-60,5365,1300,4065,5054,311
2003,Urban,Mizoram,Crime Against Children,Kidnapping,Male,13-17,6646,3067,3579,4818,1828
2002,Rural,Bihar,Crime Against Men,Murder,Male,18-30,2401,845,1556,1170,1231
2006,Urban,Sikkim,Crime Against Women,Dowry Deaths,Male,18-30,3800,3683,117,3691,109
2007,Rural,Maharashtra,Property Crime,Vandalism,Female,31-45,2218,1178,1040,2046,172
2002,Rural,Uttar Pradesh,Property Crime,Theft,Male,60+,4528,3794,734,3827,701
2006,Urban,Jammu & Kashmir,Other Crimes,Fraud,Female,60+,4953,932,4021,4115,838
2002,Urban,Andhra Pradesh,Crime Against Children,Child Abuse,Female,0-12,3995,2004,1991,2284,1711
2008,Rural,Odisha,Crime Against Children,Child Labor,Male,46-60,1128,944,184,1039,89
2004,Urban,Uttar Pradesh,Crime Against Men,Assault,Female,13-17,8293,1726,6567,3847,4446
2002,Urban,Arunachal Pradesh,Other Crimes,Drug Offense,Male,18-30,9513,6185,3328,6212,3301
2008,Urban,Manipur,Other Crimes,Cyber Crime,Female,31-45,5877,3084,2793,3476,2401
2010,Urban,Nagaland,Property Crime,Theft,Female,18-30,2825,558,2267,1959,866
2010,Urban,Mizoram,Crime Against Children,Trafficking,Female,18-30,8897,5989,2908,7924,973
2007,Urban,Rajasthan,Crime Against Men,Murder,Male,0-12,2623,742,1881,1416,1207
2003,Urban,Andhra Pradesh,Crime Against Children,Child Labor,Female,46-60,1461,1385,76,1412,49
2004,Urban,Himachal Pradesh,Crime Against Women,Dowry Deaths,Female,18-30,7934,6758,1176,7850,84
2007,Urban,Bihar,Crime Against Women,Domestic Violence,Male,46-60,386,142,244,228,158
2007,Rural,Rajasthan,Property Crime,Vandalism,Male,0-12,2626,1968,658,2533,93
2001,Urban,Meghalaya,Other Crimes,Cyber Crime,Female,31-45,9748,8675,1073,9630,118
2008,Rural,Delhi,Property Crime,Vandalism,Female,0-12,3265,1320,1945,2272,993
2005,Rural,Jharkhand,Crime Against Women,Rape,Female,13-17,2314,126,2188,1135,1179
2003,Rural,Meghalaya,Other Crimes,Drug Offense,Male,0-12,5932,5594,338,5795,137
2005,Rural,Nagaland,Crime Against Children,Child Abuse,Female,46-60,765,529,236,683,82
2003,Rural,Uttarakhand,Crime Against Men,Assault,Male,46-60,1281,931,350,1171,110
2002,Rural,Arunachal Pradesh,Other Crimes,Corruption,Male,46-60,4059,3117,942,3339,720
2003,Urban,Jharkhand,Property Crime,Theft,Male,60+,2390,227,2163,1670,720
2007,Urban,Delhi,Property Crime,Vandalism,Female,60+,2712,2033,679,2295,417
2001,Urban,Punjab,Property Crime,Theft,Female,46-60,7262,1980,5282,5758,1504
2005,Urban,Sikkim,Crime Against Men,Murder,Male,31-45,3594,682,2912,1422,2172
2001,Rural,Himachal Pradesh,Crime Against Children,Child Abuse,Male,18-30,1849,943,906,1590,259
2001,Urban,Rajasthan,Crime Against Women,Dowry Deaths,Male,18-30,9488,1111,8377,3525,5963
2005,Urban,Andhra Pradesh,Crime Against Women,Rape,Female,18-30,4831,3819,1012,4083,748
2004,Rural,Andhra Pradesh,Crime Against Women,Domestic Violence,Female,13-17,6177,1162,5015,4698,1479
2006,Rural,Himachal Pradesh,Other Crimes,Corruption,Female,13-17,725,118,607,340,385
2010,Rural,Rajasthan,Crime Against Children,Child Labor,Male,46-60,3458,1605,1853,1620,1838
2005,Rural,Uttar Pradesh,Crime Against Men,Robbery,Female,31-45,306,156,150,190,116
2003,Urban,Jammu & Kashmir,Other Crimes,Corruption,Female,0-12,6358,1177,5181,6239,119
2002,Rural,Himachal Pradesh,Crime Against Women,Domestic Violence,Male,60+,1980,986,994,1157,823
2008,Rural,Telangana,Other Crimes,Cyber Crime,Female,18-30,1831,223,1608,1593,238
2010,Rural,Uttar Pradesh,Crime Against Women,Dowry Deaths,Male,46-60,5312,1942,3370,2997,2315
2007,Rural,Odisha,Crime Against Women,Rape,Female,46-60,3106,2792,314,2905,201
2002,Rural,Tamil Nadu,Other Crimes,Cyber Crime,Male,13-17,6936,2419,4517,3167,3769
2007,Rural,Manipur,Crime Against Women,Dowry Deaths,Female,31-45,3504,1377,2127,1832,1672
2007,Urban,Gujarat,Other Crimes,Fraud,Male,13-17,8530,2773,5757,3960,4570
2010,Rural,Rajasthan,Crime Against Men,Assault,Male,31-45,936,406,530,498,438
2006,Urban,Meghalaya,Crime Against Men,Robbery,Female,18-30,9021,4109,4912,7446,1575
2004,Rural,Uttar Pradesh,Crime Against Women,Molestation,Male,46-60,3781,1934,1847,3077,704
2006,Urban,Jharkhand,Crime Against Children,Child Abuse,Male,31-45,3501,1978,1523,3151,350
2002,Urban,Maharashtra,Crime Against Men,Extortion,Male,13-17,584,536,48,551,33
2004,Urban,Uttar Pradesh,Crime Against Women,Dowry Deaths,Male,0-12,1810,1351,459,1375,435
2002,Rural,Nagaland,Crime Against Children,Child Labor,Female,31-45,161,142,19,159,2
2007,Rural,Bihar,Crime Against Women,Dowry Deaths,Female,13-17,6506,6156,350,6471,35
2007,Urban,Delhi,Crime Against Children,Kidnapping,Male,60+,3558,2076,1482,3213,345
2006,Rural,Kerala,Other Crimes,Cyber Crime,Female,18-30,8268,4310,3958,5696,2572
2009,Urban,Uttar Pradesh,Other Crimes,Drug Offense,Female,31-45,7940,1596,6344,5344,2596
2002,Urban,Maharashtra,Other Crimes,Fraud,Male,60+,4243,148,4095,3049,1194
2004,Urban,Jammu & Kashmir,Crime Against Men,Robbery,Female,0-12,7910,415,7495,1347,6563
2010,Rural,Mizoram,Crime Against Men,Robbery,Female,0-12,9649,289,9360,6640,3009
2004,Urban,Tripura,Crime Against Women,Domestic Violence,Male,46-60,9760,5780,3980,8957,803
2009,Rural,Tripura,Other Crimes,Cyber Crime,Female,13-17,260,163,97,248,12
2002,Urban,Telangana,Crime Against Men,Robbery,Male,60+,5647,3910,1737,4852,795
2001,Rural,Telangana,Property Crime,Vandalism,Female,13-17,1063,349,714,722,341
2009,Urban,Karnataka,Crime Against Women,Dowry Deaths,Female,13-17,9637,9143,494,9493,144
2008,Urban,Kerala,Property Crime,Burglary,Male,13-17,290,115,175,200,90
2007,Urban,Rajasthan,Crime Against Men,Robbery,Female,46-60,7161,4214,2947,4327,2834
2006,Urban,Gujarat,Property Crime,Theft,Female,46-60,7618,5803,1815,6493,1125
2006,Rural,Tamil Nadu,Crime Against Men,Extortion,Female,31-45,373,311,62,341,32
2006,Rural,Assam,Crime Against Children,Child Abuse,Male,13-17,3403,1051,2352,1589,1814
2008,Rural,Delhi,Property Crime,Theft,Male,46-60,3983,1230,2753,1806,2177
2002,Urban,Tamil Nadu,Crime Against Men,Extortion,Male,31-45,833,585,248,814,19
2004,Rural,Bihar,Other Crimes,Cyber Crime,Female,18-30,8626,6992,1634,7543,1083
2003,Rural,Jammu & Kashmir,Crime Against Men,Extortion,Male,13-17,8085,3618,4467,6121,1964
2004,Rural,Uttar Pradesh,Crime Against Children,Trafficking,Male,46-60,8132,4007,4125,6698,1434
2006,Rural,Madhya Pradesh,Crime Against Men,Extortion,Male,18-30,5221,4853,368,5172,49
2009,Urban,Manipur,Other Crimes,Fraud,Male,18-30,1283,109,1174,1112,171
2006,Urban,Tripura,Crime Against Men,Robbery,Male,46-60,8939,4427,4512,5688,3251
2007,Rural,Delhi,Crime Against Women,Domestic Violence,Female,0-12,8703,2462,6241,7340,1363
2003,Rural,West Bengal,Crime Against Women,Molestation,Female,13-17,1768,487,1281,1503,265
2008,Urban,Jharkhand,Other Crimes,Cyber Crime,Male,13-17,5182,2490,2692,3061,2121
2001,Urban,Madhya Pradesh,Crime Against Children,Kidnapping,Male,60+,5543,5465,78,5512,31
2002,Rural,Nagaland,Other Crimes,Fraud,Male,18-30,711,359,352,578,133
2005,Urban,Rajasthan,Other Crimes,Fraud,Male,46-60,7785,6559,1226,6969,816
2009,Rural,Tamil Nadu,Crime Against Children,Child Abuse,Female,31-45,4263,77,4186,1561,2702
2007,Rural,Madhya Pradesh,Crime Against Children,Kidnapping,Male,13-17,6160,2256,3904,3784,2376
2004,Rural,Sikkim,Crime Against Men,Extortion,Male,18-30,2665,1346,1319,1530,1135
2002,Rural,Uttar Pradesh,Crime Against Women,Domestic Violence,Female,18-30,4106,2185,1921,2771,1335
2005,Rural,Madhya Pradesh,Property Crime,Burglary,Female,31-45,2441,187,2254,2214,227
2010,Urban,Kerala,Crime Against Women,Domestic Violence,Male,18-30,6784,5102,1682,6310,474
2001,Urban,Mizoram,Property Crime,Theft,Female,46-60,989,538,451,820,169
2005,Rural,Rajasthan,Crime Against Women,Dowry Deaths,Female,60+,6183,3302,2881,5552,631
2004,Urban,Chhattisgarh,Crime Against Women,Domestic Violence,Female,18-30,9701,8358,1343,9400,301
2009,Urban,Telangana,Crime Against Women,Rape,Male,13-17,2211,627,1584,2163,48
2003,Rural,Uttarakhand,Other Crimes,Corruption,Female,46-60,6698,245,6453,4505,2193
2006,Urban,Himachal Pradesh,Crime Against Women,Molestation,Female,18-30,8292,1517,6775,5908,2384
2002,Urban,Uttar Pradesh,Crime Against Women,Rape,Female,60+,4074,533,3541,1536,2538
2010,Rural,Meghalaya,Other Crimes,Fraud,Male,0-12,9359,7421,1938,8410,949
2008,Rural,Haryana,Property Crime,Vandalism,Male,13-17,8823,1458,7365,7753,1070
2008,Urban,Uttarakhand,Crime Against Children,Trafficking,Female,60+,7167,1664,5503,2949,4218
2002,Rural,Gujarat,Crime Against Children,Child Abuse,Female,18-30,2759,576,2183,728,2031
2004,Rural,Gujarat,Other Crimes,Fraud,Male,46-60,9856,9168,688,9280,576
2004,Urban,Kerala,Crime Against Children,Child Labor,Male,18-30,9003,2612,6391,8124,879
2004,Urban,Gujarat,Crime Against Men,Assault,Male,60+,4189,3731,458,4189,0
2008,Rural,Uttar Pradesh,Crime Against Women,Rape,Female,31-45,9345,6959,2386,9042,303
2010,Urban,Mizoram,Crime Against Men,Assault,Male,31-45,5327,3924,1403,5235,92
2009,Rural,Chhattisgarh,Crime Against Children,Child Labor,Male,18-30,6793,4416,2377,5859,934
2004,Rural,Nagaland,Property Crime,Burglary,Male,31-45,4549,208,4341,3478,1071
2002,Rural,Telangana,Other Crimes,Corruption,Male,31-45,8120,2860,5260,8013,107
2003,Urban,Delhi,Crime Against Men,Extortion,Female,13-17,8958,3330,5628,3558,5400
2003,Urban,Jharkhand,Other Crimes,Cyber Crime,Male,0-12,6326,3333,2993,6185,141
2005,Rural,Uttarakhand,Crime Against Men,Assault,Male,60+,7748,4959,2789,5304,2444
2003,Rural,Karnataka,Crime Against Men,Extortion,Female,0-12,2829,1303,1526,1447,1382
2007,Rural,Madhya Pradesh,Other Crimes,Fraud,Male,18-30,9899,1954,7945,6034,3865
2006,Rural,Goa,Property Crime,Arson,Female,31-45,7330,5006,2324,6230,1100
2007,Rural,Jharkhand,Crime Against Women,Dowry Deaths,Male,46-60,4842,2904,1938,3464,1378
2001,Urban,Maharashtra,Crime Against Men,Murder,Female,18-30,5417,4961,456,5124,293
2010,Urban,Assam,Crime Against Women,Dowry Deaths,Female,60+,7858,6561,1297,6859,999
2009,Rural,Kerala,Property Crime,Burglary,Female,60+,4341,2455,1886,3229,1112
2003,Urban,Nagaland,Property Crime,Burglary,Male,13-17,3904,3774,130,3863,41
2001,Urban,Jammu & Kashmir,Crime Against Men,Extortion,Male,0-12,1899,552,1347,1019,880
2002,Urban,Odisha,Crime Against Children,Child Abuse,Male,31-45,7460,1007,6453,2443,5017
2005,Urban,Goa,Crime Against Women,Rape,Male,0-12,2167,1330,837,2136,31
2004,Urban,Uttar Pradesh,Property Crime,Burglary,Male,60+,158,45,113,75,83
2010,Urban,Manipur,Other Crimes,Fraud,Female,0-12,7665,6022,1643,6923,742
2006,Rural,Jammu & Kashmir,Property Crime,Arson,Female,0-12,9944,8782,1162,9133,811
2010,Rural,Andhra Pradesh,Crime Against Men,Extortion,Female,13-17,8914,2883,6031,8762,152
2007,Rural,Odisha,Crime Against Women,Molestation,Female,31-45,7417,3960,3457,6452,965
2006,Rural,Meghalaya,Property Crime,Arson,Female,13-17,7644,271,7373,7214,430
2005,Rural,Manipur,Crime Against Children,Child Labor,Male,46-60,4857,4523,334,4587,270
2006,Urban,Tripura,Crime Against Children,Kidnapping,Male,13-17,9929,5623,4306,7024,2905
2003,Urban,Tripura,Crime Against Women,Domestic Violence,Male,46-60,5549,3548,2001,4263,1286
2009,Urban,Telangana,Property Crime,Arson,Male,60+,3485,1859,1626,3447,38
2004,Urban,Goa,Crime Against Children,Child Labor,Male,13-17,8141,3302,4839,3327,4814
2009,Urban,Meghalaya,Crime Against Women,Domestic Violence,Female,60+,8794,84,8710,2039,6755
2002,Rural,Madhya Pradesh,Crime Against Women,Molestation,Male,60+,3390,2770,620,3135,255
2009,Rural,Jammu & Kashmir,Crime Against Children,Child Abuse,Male,18-30,9704,1116,8588,1249,8455
2004,Rural,Odisha,Crime Against Men,Murder,Female,13-17,6540,5767,773,6161,379
2006,Urban,Jammu & Kashmir,Other Crimes,Fraud,Female,31-45,9723,5353,4370,8360,1363
2001,Urban,Arunachal Pradesh,Other Crimes,Corruption,Female,60+,3376,28,3348,3227,149
2003,Urban,Punjab,Property Crime,Vandalism,Male,13-17,7754,3619,4135,4040,3714
2008,Rural,Tamil Nadu,Property Crime,Theft,Female,31-45,5834,4180,1654,4802,1032
2010,Urban,Tripura,Other Crimes,Fraud,Female,0-12,8973,8323,650,8746,227
2004,Rural,Nagaland,Crime Against Women,Molestation,Male,0-12,8242,4063,4179,7979,263
2004,Rural,Haryana,Crime Against Women,Rape,Male,46-60,1046,295,751,1029,17
2002,Rural,Tamil Nadu,Crime Against Men,Robbery,Male,46-60,1856,1542,314,1626,230
2005,Rural,Chhattisgarh,Crime Against Children,Child Labor,Female,31-45,8731,386,8345,4346,4385
2008,Rural,Rajasthan,Other Crimes,Drug Offense,Female,13-17,9440,1136,8304,2854,6586
2003,Rural,Jharkhand,Crime Against Women,Rape,Male,13-17,3597,1629,1968,3451,146
2008,Rural,Chhattisgarh,Crime Against Men,Extortion,Male,18-30,4224,3010,1214,3793,431
2007,Rural,Uttar Pradesh,Crime Against Women,Rape,Male,46-60,4321,1302,3019,2192,2129
2004,Urban,Haryana,Crime Against Women,Dowry Deaths,Male,31-45,1590,447,1143,750,840
2008,Rural,Jharkhand,Other Crimes,Corruption,Female,31-45,5638,3048,2590,4811,827
2008,Rural,Manipur,Property Crime,Burglary,Male,31-45,6913,6288,625,6292,621
2002,Rural,Nagaland,Crime Against Men,Murder,Male,31-45,6189,4808,1381,6041,148
2002,Rural,Gujarat,Crime Against Children,Child Abuse,Male,31-45,2435,1826,609,1984,451
2005,Urban,Gujarat,Crime Against Children,Child Labor,Male,0-12,2051,875,1176,1783,268
2007,Urban,Uttar Pradesh,Crime Against Women,Domestic Violence,Female,13-17,3644,2011,1633,3233,411
2008,Urban,West Bengal,Crime Against Children,Kidnapping,Female,18-30,2381,44,2337,1985,396
2004,Urban,Gujarat,Crime Against Children,Child Labor,Male,0-12,8199,966,7233,3139,5060
2002,Urban,Delhi,Crime Against Women,Domestic Violence,Male,46-60,7419,5741,1678,7374,45
2005,Urban,Andhra Pradesh,Crime Against Women,Domestic Violence,Male,31-45,1596,870,726,940,656
2009,Urban,Nagaland,Crime Against Women,Domestic Violence,Female,18-30,9211,3201,6010,5066,4145
2002,Urban,Haryana,Other Crimes,Drug Offense,Female,0-12,5907,4393,1514,4937,970
